term,valence,arousal,dominance
fend for,-0.5,-0.076,-0.286
fend off,-0.074,-0.014,-0.108
fender,-0.262,-0.082,-0.048
feng shui,0.108,-0.096,0.13
fennel,0.146,-0.446,-0.222
feral,-0.625,0.708,0.704
ferment,-0.25,0.062,-0.164
fermentable,0.037,0.619,0.222
fermentation,-0.16,0.134,-0.054
fermentative,0.0,0.63,0.042
fern,0.204,-0.52,-0.42
fernlike,0.286,-0.889,-0.095
ferocious,-0.666,0.83,0.552
ferociously,-0.833,1.0,0.952
ferociousness,-0.75,0.952,0.963
ferocity,-0.53,0.812,0.492
ferret,-0.23,-0.218,-0.204
ferris wheel,0.448,0.098,0.034
ferrous,-0.037,-0.048,0.037
ferry,0.208,0.018,-0.222
ferryboat,0.188,-0.096,0.106
ferryman,0.0,0.619,-0.292
fertile,0.776,-0.184,0.408
fertileness,1.0,0.048,0.25
fertility,0.77,0.058,0.452
fertilizable,0.481,-0.333,-0.259
fertilization,0.667,0.417,0.458
fertilize,0.416,-0.114,0.084
fertilizer,-0.124,-0.074,0.13
fervency,0.571,1.0,0.5
fervent,0.292,0.264,0.546
fervently,0.667,1.0,0.458
fervidly,1.0,1.0,0.583
fervor,0.146,0.538,0.302
fess,-0.21,-0.16,-0.26
fess up,-0.12,0.016,-0.216
fest,0.408,0.148,-0.196
festival,0.74,0.412,0.428
festive,0.708,0.48,0.528
festively,0.963,0.75,0.143
festiveness,1.0,0.708,0.0
festivities,1.0,1.0,0.037
festivity,0.889,0.852,0.25
festoon,0.708,0.042,-0.037
feta,0.375,-0.619,0.0
feta cheese,-0.108,-0.28,-0.31
fetal,-0.224,-0.384,-0.272
fetal position,-0.166,0.108,-0.276
fetch,-0.042,-0.274,-0.018
fetcher,0.0,0.625,0.0
fete,0.16,0.102,-0.07
fetid,-1.0,-0.556,-0.556
fetish,-0.386,0.412,0.0
fetishism,-0.524,0.667,-0.238
fetishist,-0.37,0.667,0.148
fetter,-0.667,-0.667,-0.714
fettuccine,0.625,0.0,0.0
fetus,-0.042,0.038,-0.21
feud,-0.708,0.592,-0.376
feudal,-0.266,-0.26,0.22
feudalism,-0.542,-0.07,0.214
feudalist,-0.407,0.381,0.889
feudalistic,-0.571,-0.444,0.875
feudality,-0.381,-0.667,0.143
feudalization,-0.667,0.667,0.625
feudalize,-0.667,0.667,0.917
feudally,-0.556,-0.667,0.714
feudist,-0.667,0.667,0.917
fever,-0.612,0.348,-0.272
feverish,-0.23,0.392,-0.128
feverishly,-0.583,1.0,0.042
feverishness,-0.667,1.0,-0.556
feverless,0.963,-1.0,-0.238
feverous,-0.667,1.0,-0.481
feverously,-0.611,1.0,0.5
few,0.064,-0.328,-0.214
fewer,-0.138,-0.242,-0.322
fez,0.0,0.0,-0.095
fiance,0.611,-0.524,0.042
fiancee,0.918,0.252,0.112
fiasco,-0.666,0.2,-0.714
fiat,0.04,-0.164,-0.108
fiat money,-0.2,-0.184,-0.038
fib,-0.124,0.02,-0.278
fibber,-0.667,0.417,-0.417
fiber,0.438,-0.432,-0.22
fiberboard,0.0,-0.63,0.042
fiberglass,-0.098,-0.098,-0.114
fibreless,-0.63,-0.571,-0.333
fibrillate,-0.417,0.741,-0.571
fibrillated,-0.667,0.741,-0.619
fibrillation,-0.667,1.0,-0.619
fibrocystic,-0.667,-0.63,-0.476
fibroid,-0.667,-0.667,-0.519
fibrosis,-0.68,-0.062,0.092
fibrotic,-0.667,-0.5,-0.571
fibrous,-0.04,-0.118,-0.072
fibrously,0.0,-0.407,-0.476
fibrousness,0.0,-0.667,-0.185
fibula,0.0,0.0,0.0
fibular,0.0,0.0,0.0
fickle,-0.188,-0.038,-0.308
fickleness,-0.6,0.63,-0.63
fiction,-0.124,0.314,-0.118
fictional,-0.14,-0.02,-0.32
fictional character,0.04,-0.046,-0.128
fictionalize,-0.067,0.667,0.292
fictionally,0.0,0.0,0.074
fictionist,0.0,0.619,0.375
fictitious,-0.552,-0.112,-0.414
fictitiously,-0.333,0.0,0.0
fictitiousness,-0.333,-0.667,-0.259
fiddle,0.142,-0.102,-0.218
fiddle with,-0.1,0.032,-0.154
fiddler,0.23,0.16,0.0
fiddlestick,0.0,0.296,-0.292
fiddly,-0.619,0.542,-0.5
fide,1.0,0.0,0.0
fidelity,0.53,0.16,0.418
fidget,-0.37,0.708,-0.542
fidgetiness,-0.667,0.81,-0.542
fidgety,-0.542,0.572,-0.298
fiduciary,-0.25,-0.2,0.018
fiefdom,-0.238,-0.556,0.889
field,0.28,-0.24,-0.328
field day,0.162,-0.044,0.034
field goal,0.566,0.294,0.234
field hockey,0.191,0.437,0.089
field trip,0.534,0.132,-0.032
field work,0.3,0.212,0.316
fielder,0.166,-0.244,-0.17
fieldsman,0.0,0.667,0.5
fieldstone,0.125,-1.0,0.0
fieldwork,0.667,0.667,0.381
fieldworker,0.0,0.667,0.556
fiend,-0.708,0.806,0.216
fiendish,-0.666,0.692,0.182
fiendishly,-0.958,1.0,0.926
fiendishness,-1.0,0.714,0.833
fiendlike,-1.0,0.958,0.917
fierce,-0.438,0.754,0.518
fiercely,0.0,1.0,0.963
fierceness,-0.37,1.0,0.952
fiery,-0.164,0.7,0.442
fiesta,0.891,0.558,0.31
fiesty,0.142,0.326,-0.056
fife,0.143,0.619,0.0
fifteen,-0.02,-0.42,-0.114
fifteenth,0.0,0.0,0.0
fifth,0.0,0.0,0.0
fiftieth,0.0,-0.25,0.0
fifty,0.142,-0.264,-0.122
fiftyfold,0.556,0.0,0.458
fig,0.146,-0.22,-0.322
figaro,0.042,0.0,0.037
fight,0.062,0.868,0.618
fight back,-0.032,0.476,0.0
fight for,-0.094,0.386,0.074
fight off,-0.814,0.288,-0.266
fight on,-0.194,0.406,0.066
fight over,-0.536,0.334,0.166
fight with,-0.6,0.384,0.242
fightable,0.0,0.704,0.519
fighter,0.274,0.52,0.796
fighter jet,-0.1,0.434,0.608
fighting,-0.416,0.77,0.566
fighting chance,-0.036,0.468,0.068
fighting spirit,0.142,0.418,0.29
fighting words,-0.534,0.556,0.366
fights,-0.86,0.84,0.424
figment,0.104,-0.368,0.066
figuration,0.0,0.0,0.0
figurative,-0.042,-0.1,0.268
figurativeness,0.37,-0.667,0.185
figure,0.376,-0.344,0.018
figure in,0.104,-0.188,-0.244
figure out,-0.036,0.03,-0.096
figure skating,0.322,0.186,0.074
figured,0.667,0.0,0.375
figurehead,-0.111,-0.667,-0.667
figureless,-0.125,-0.917,-0.429
figurine,0.52,-0.434,-0.484
fiji,0.625,0.0,0.0
filament,0.02,-0.096,-0.246
filamentous,0.062,-0.04,0.032
filch,-0.833,0.667,-0.667
filcher,-0.762,0.667,-0.667
file,-0.04,-0.368,-0.074
file for,0.068,-0.044,-0.104
file in,-0.068,0.172,-0.096
file size,-0.206,-0.31,0.0
file with,0.068,-0.15,-0.034
filed,0.0,-0.667,0.167
filename,0.0,0.0,0.0
filer,0.0,0.593,0.111
filet,0.23,-0.216,-0.418
filet mignon,-0.068,-0.106,0.112
filetype,0.0,-0.095,0.333
filial,0.542,-0.476,-0.286
filibuster,-0.458,0.428,0.016
filibusterer,-0.619,0.667,0.833
filigree,0.152,-0.184,0.028
filing,0.24,-0.16,0.4
filings,-0.354,-0.176,-0.32
filipino,0.0,0.0,0.0
fill,0.458,-0.102,0.274
fill in,0.214,-0.218,0.166
fill out,-0.518,0.016,-0.276
fill up,0.124,-0.014,0.172
fill with,0.1,-0.138,0.068
filler,0.062,-0.306,0.058
fillet,0.49,-0.17,-0.244
filling,0.02,-0.236,0.05
filly,-0.042,0.128,0.038
film,0.646,-0.018,0.132
film adaptation,-0.096,0.118,0.096
film festival,0.634,0.126,0.384
film industry,0.134,0.242,0.148
film noir,-0.068,0.078,-0.258
filmable,0.667,-0.444,0.0
filmgoer,0.556,-0.583,0.0
filmmaker,0.408,0.02,0.27
filmstrip,0.0,-0.667,0.037
filmy,0.166,0.02,-0.15
filter,-0.12,-0.408,-0.48
filter in,-0.1,-0.05,-0.104
filter out,-0.4,-0.068,-0.192
filterability,0.583,-0.095,0.074
filterable,0.083,-0.593,0.259
filterer,0.0,0.667,0.481
filth,-0.612,0.184,-0.362
filthily,-0.963,-0.048,-0.458
filthiness,-1.0,0.571,-0.778
filthy,-0.77,0.428,-0.358
filthy rich,-0.186,-0.134,0.234
filtrate,0.048,0.476,0.292
filtration,-0.186,0.04,-0.49
fin,-0.334,-0.32,-0.246
final,-0.448,0.15,0.016
final cut,-0.074,0.0,0.062
final decision,0.344,-0.056,0.392
final destination,-0.068,0.35,0.444
final exam,0.062,0.312,0.2
final result,-0.066,0.206,0.13
final whistle,0.032,-0.12,0.136
finale,-0.188,-0.34,-0.064
finalism,-0.25,-0.037,0.542
finalist,0.666,0.372,0.472
finalists,0.667,0.667,0.708
finality,0.23,-0.264,0.254
finalization,0.625,-0.444,0.476
finalize,0.112,0.1,0.156
finalized,-0.51,-0.62,0.216
finally,0.166,-0.134,-0.07
finance,0.506,-0.138,0.686
finance minister,0.162,0.09,0.25
financial,0.334,0.0,0.444
financial advisor,0.222,0.056,0.5
financial aid,-0.064,0.218,-0.096
financial analyst,0.048,0.102,0.392
financial assistance,0.276,0.254,0.392
financial gain,0.556,0.216,0.482
financial situation,-0.2,0.044,0.214
financial support,0.48,0.152,0.54
financially,0.0,0.0,0.593
financier,0.204,0.0,0.556
finch,-0.124,-0.112,-0.284
find,0.548,0.11,0.16
find fault,-0.592,0.032,-0.214
find for,-0.05,0.0,0.026
find out,0.068,-0.166,-0.188
find solace,0.388,-0.314,-0.256
find work,-0.066,0.09,0.08
find yourself,0.31,-0.126,0.13
findable,0.625,-0.19,0.25
finder,-0.28,0.1,0.26
finding,0.592,-0.062,0.328
fine,0.646,-0.52,0.294
fine art,0.482,-0.246,0.244
fine arts,0.586,-0.306,0.162
fine dining,0.278,-0.18,-0.124
fine example,0.774,0.036,0.112
fine job,0.758,-0.422,0.034
fine line,0.134,-0.114,0.032
fine print,-0.064,-0.188,-0.242
fine tuning,0.334,-0.05,0.284
fine wine,0.406,-0.122,0.0
fineness,0.875,-0.667,0.259
finer,0.708,-0.481,0.278
finery,0.124,-0.042,0.272
finesse,0.48,-0.226,-0.176
finger,-0.358,-0.472,-0.418
finger pointing,-0.188,0.14,0.276
fingerboard,0.333,0.0,0.0
fingerer,-0.667,0.593,-0.292
fingerless,-0.292,0.0,-0.583
fingerlike,0.0,-0.708,0.0
fingerling,0.133,-0.048,-0.259
fingernail,-0.164,-0.17,0.0
fingerprint,0.166,-0.192,0.14
fingers crossed,0.108,0.134,-0.238
fingerscrossed,0.146,0.08,-0.288
fingertip,0.0,0.37,-0.167
fingertips,0.333,0.333,-0.074
finicky,-0.63,-0.222,-0.481
finish,-0.058,-0.142,0.09
finish line,0.334,0.064,0.354
finish off,-0.358,-0.098,-0.276
finish up,-0.038,-0.074,0.222
finish with,0.032,-0.126,0.064
finished,0.02,-0.226,0.14
finisher,0.476,0.611,0.815
finite,-0.172,-0.487,0.031
finitely,0.0,-0.667,0.444
finiteness,0.0,-1.0,-0.125
fink,-0.18,0.028,-0.122
finless,-0.333,-0.667,-0.5
finlike,0.056,0.0,0.0
finned,0.083,0.0,0.0
fir,0.042,-0.45,-0.388
fire,-0.24,0.608,0.27
fire alarm,-0.2,0.366,-0.024
fire away,0.068,0.462,0.2
fire back,-0.482,0.226,-0.116
fire department,-0.036,0.55,0.714
fire drill,-0.438,0.316,-0.258
fire escape,-0.124,0.376,-0.032
fire extinguisher,-0.032,0.4,0.104
fire fighter,-0.034,0.338,0.206
fire hydrant,-0.334,0.136,0.036
fire off,-0.192,0.098,-0.484
fire pit,-0.142,-0.016,0.214
fire power,-0.042,0.46,0.3
fire sale,-0.142,0.254,0.138
fire service,0.0,0.27,0.276
fire station,-0.036,0.402,0.074
fire truck,-0.162,0.238,0.29
fire up,-0.366,0.322,0.406
firearm,-0.828,0.886,0.728
firearms,-0.56,0.886,0.762
fireball,-0.396,0.554,0.328
firebird,0.667,1.0,0.704
fireboard,0.0,0.0,0.042
fireboat,0.667,0.963,0.611
firebomb,-1.0,1.0,0.75
firebox,0.042,0.741,0.375
firebrand,-0.524,1.0,0.833
firebreak,0.222,0.625,0.625
firebrick,0.0,0.0,0.375
firebug,-0.667,0.958,0.25
firecracker,-0.052,0.482,-0.132
fired,-0.667,0.958,-0.667
fired up,-0.066,0.328,0.112
firefight,-0.694,0.84,0.328
firefighter,0.274,0.54,0.546
fireflies,0.667,0.556,0.0
firefly,0.244,-0.18,-0.274
fireguard,0.625,0.0,0.571
firehose,0.0,1.0,0.833
firehouse,0.188,0.378,0.254
firehydrant,0.0,0.0,0.0
fireless,-0.333,-1.0,-0.476
firelight,0.354,0.008,0.278
fireman,0.166,0.49,0.51
firemen,0.905,0.81,0.704
fireplace,0.334,-0.24,-0.166
fireplug,-0.25,0.111,0.19
firepower,-0.25,0.882,0.62
fireproof,0.368,0.358,0.446
fireside,0.368,-0.246,-0.212
fireside chat,-0.37,0.062,0.0
firestone,0.0,-0.476,0.333
firestorm,-0.64,0.858,0.532
firetrap,-0.958,0.667,-0.259
firetruck,0.0,0.667,0.467
firewall,-0.03,0.204,0.258
firewater,-0.667,0.667,0.556
firewood,0.04,-0.304,-0.474
firework,0.572,0.808,0.186
fireworks,0.47,0.726,0.158
firing,-0.624,0.862,0.606
firing off,-0.414,0.306,-0.25
firing range,-0.26,0.23,0.276
firing squad,-0.322,0.516,0.2
firm,0.27,-0.24,0.456
firmament,0.5,-0.186,0.32
firmer,0.667,0.619,0.542
firmly,0.572,0.02,0.554
firmness,0.646,-0.042,0.878
firmware,0.167,0.611,0.481
first,0.25,0.0,0.576
first aid,-0.178,-0.124,-0.032
first amendment,0.108,0.164,0.42
first appearance,0.6,0.304,0.406
first base,0.242,-0.014,0.148
first baseman,0.548,0.178,0.086
first born,0.466,0.016,0.234
first class,0.838,0.18,0.5
first degree,0.276,0.136,0.366
first dibs,0.1,0.034,0.104
first down,-0.218,0.016,-0.1
first edition,0.104,0.1,0.318
first ever,0.452,0.0,0.266
first family,0.428,0.032,0.072
first floor,0.064,-0.176,0.064
first generation,0.666,0.032,0.434
first half,-0.124,-0.194,-0.124
first hand,0.142,-0.114,0.096
first lady,0.47,0.042,0.0
first language,0.4,-0.104,0.064
first love,0.75,0.158,-0.102
first name,0.38,-0.386,0.064
first nation,0.26,0.034,0.468
first night,0.134,-0.074,0.0
first off,-0.112,-0.234,0.034
first period,0.242,0.054,0.162
first person,0.096,-0.278,0.234
first principles,0.366,0.014,0.5
first quarter,0.26,0.02,0.344
first rate,0.656,0.066,0.552
first reading,0.258,-0.086,0.066
first responder,0.286,0.22,0.38
first run,0.266,0.114,0.242
first state,0.206,0.086,0.0
first step,0.414,0.1,0.276
first strike,-0.142,0.142,0.5
first thing,0.29,-0.218,0.344
first time,0.32,0.046,0.068
first trimester,-0.032,0.016,0.094
first up,0.226,-0.234,-0.036
first world,0.358,-0.028,0.232
firstborn,0.572,-0.02,0.39
firsthand,0.095,0.583,0.556
firstly,0.048,-0.074,0.083
firstworldprobs,-0.084,0.224,-0.034
firth,0.583,-0.889,0.0
fiscal,0.0,0.164,0.69
fiscal policy,0.046,0.046,0.366
fiscal year,0.034,-0.142,0.166
fiscally,0.0,-0.667,0.625
fish,0.02,-0.44,-0.5
fish bowl,0.31,-0.276,0.094
fish for,0.066,0.064,-0.462
fish fry,0.098,-0.206,-0.296
fish oil,-0.2,-0.29,-0.094
fish out,-0.142,-0.124,-0.266
fish sticks,-0.166,-0.134,0.066
fish tank,0.068,-0.076,0.0
fishable,0.583,0.083,0.111
fishbone,-0.042,-0.037,0.0
fishbowl,0.0,-0.056,-0.148
fishburger,0.333,0.296,0.0
fisherman,0.312,-0.078,0.092
fishermen,0.0,0.667,0.333
fisherwoman,0.0,0.667,0.292
fishery,0.148,0.006,0.038
fisheye,0.0,0.0,0.0
fishhook,0.0,0.0,0.048
fishiness,-0.667,0.095,-0.407
fishing,0.354,-0.434,-0.19
fishing boat,0.042,-0.194,0.254
fishinghook,0.0,0.667,-0.111
fishingpole,0.208,0.667,-0.148
fishlike,-0.333,-0.593,-0.292
fishmeal,-0.375,-0.095,0.0
fishmonger,0.037,0.619,0.524
fishnet,0.125,0.0,0.0
fishpond,0.167,-0.333,0.0
fishtail,0.0,0.556,-0.111
fishtank,0.333,-0.667,0.0
fishy,-0.552,0.202,-0.058
fissile,-0.334,-0.02,-0.24
fission,-0.228,0.0,0.134
fissure,-0.334,0.02,-0.138
fist,-0.334,0.372,-0.038
fist bump,0.034,0.058,-0.034
fist fight,-0.5,0.484,0.1
fist pump,0.392,0.312,0.214
fistfight,-0.584,0.804,0.086
fistful,0.0,0.018,0.0
fisticuff,-0.667,1.0,0.619
fistula,-0.376,-0.038,-0.34
fit,0.208,-0.1,0.264
fit in,0.1,-0.116,0.0
fit into,0.18,-0.346,-0.412
fit together,0.334,-0.138,0.142
fitch,0.0,0.0,0.0
fitful,-0.333,0.667,-0.476
fitfully,-0.667,0.542,-0.333
fitfulness,-0.667,0.667,-0.625
fitness,0.75,0.058,0.62
fits,0.142,-0.274,0.16
fitted,0.014,-0.192,0.346
fitted sheet,-0.096,-0.25,0.0
fitter,0.667,0.667,0.583
fitting,0.224,-0.118,0.276
fittings,0.062,-0.192,-0.182
five,0.02,-0.558,-0.404
five hundred,0.334,-0.126,0.516
five star,0.534,-0.07,0.344
fivefold,0.583,0.0,0.417
fiver,-0.084,-0.062,0.034
fix,0.52,0.076,0.038
fix on,-0.186,-0.14,-0.068
fix up,0.206,0.096,0.186
fix you,0.066,-0.084,0.096
fixable,0.448,-0.06,0.29
fixate,-0.19,0.714,-0.048
fixation,0.124,-0.082,0.31
fixative,0.0,0.333,0.222
fixed,0.368,-0.666,0.018
fixed income,0.14,-0.22,0.266
fixedly,0.0,-1.0,0.444
fixedness,-0.333,-0.857,-0.037
fixer,0.266,-0.25,0.212
fixer upper,0.142,0.098,-0.116
fixing to,-0.172,0.082,0.172
fixture,0.326,-0.568,-0.182
fixtures,0.286,-0.34,-0.26
fizz,-0.082,0.416,-0.302
fizzle,-0.625,0.667,-0.417
fizzy,0.63,0.778,0.0
fjord,0.02,-0.192,-0.074
flab,-0.667,-0.519,-0.667
flabbergast,-0.04,0.358,0.094
flabbergasted,-0.376,0.604,-0.316
flabbily,-0.611,-0.667,-0.833
flabbiness,-0.667,-0.741,-0.963
flabby,-0.416,-0.284,-0.5
flaccid,-0.537,-0.2,-0.698
flaccidity,-0.667,-0.963,-1.0
flaccidly,-0.667,-1.0,-0.875
flaccidness,-0.667,-1.0,-0.958
flack,-0.667,0.556,-0.571
flag,0.184,-0.244,0.072
flag football,0.388,0.114,0.226
flagellant,-0.722,0.667,-0.708
flagellate,-0.889,1.0,0.37
flagellated,-0.667,0.905,-0.5
flagellation,-0.963,0.963,0.81
flagellator,-0.667,1.0,0.926
flagellum,0.0,0.667,0.238
flagger,0.048,0.63,0.519
flagging,0.042,0.038,0.018
flagless,-0.333,-0.381,-0.417
flagman,0.048,0.667,0.667
flagon,0.0,-0.583,0.0
flagpole,0.0,-0.212,-0.084
flagrance,-0.667,0.63,-0.185
flagrancy,-0.667,0.667,0.792
flagrant,-0.428,0.346,-0.09
flagrantly,-0.667,0.708,0.556
flagship,0.184,0.174,0.406
flagstaff,0.04,0.034,0.0
flagstick,0.0,-0.4,0.0
flagstone,0.375,-0.875,0.0
flail,-0.667,1.0,-0.542
flair,0.55,-0.058,0.352
flak,-0.22,0.2,0.2
flake,-0.23,-0.224,-0.422
flakily,-0.333,0.593,-0.958
flakiness,-0.667,0.25,-0.625
flaky,-0.274,0.018,-0.442
flamboyance,0.583,0.667,0.556
flamboyancy,0.6,0.667,0.619
flamboyant,0.23,0.588,0.41
flamboyantly,0.667,0.667,0.593
flame,-0.104,0.148,0.23
flameless,0.333,-0.833,0.0
flamenco,0.667,0.708,0.571
flameproof,0.708,-0.708,0.867
flamethrower,-0.68,0.764,0.366
flamingo,0.334,-0.098,-0.036
flammability,-0.333,0.296,0.519
flammable,-0.568,0.6,0.43
flan,0.208,-0.392,-0.604
flange,0.0,-0.388,-0.22
flank,-0.104,-0.084,-0.114
flanked,-0.334,-0.138,-0.264
flanker,0.0,0.75,0.375
flanking,-0.02,0.244,0.038
flannel,-0.02,-0.5,-0.346
flap,-0.45,-0.23,-0.312
flapjack,0.667,-0.125,0.0
flapper,0.0,0.704,-0.292
flapping,-0.084,0.456,-0.192
flare,0.116,0.646,0.016
flare up,-0.742,0.046,0.226
flares,0.16,0.284,0.112
flaring,0.25,0.542,0.018
flash,0.142,0.18,0.314
flash back,-0.282,0.174,0.04
flash drive,0.066,0.118,0.116
flash flood,-0.5,0.186,-0.388
flash mob,-0.072,0.268,0.218
flash on,0.192,0.0,0.034
flashback,-0.47,-0.2,-0.03
flashboard,0.0,0.5,0.0
flashbulb,0.444,1.0,0.333
flashcard,0.333,0.593,0.0
flasher,-0.714,0.926,0.222
flashgun,0.0,1.0,0.444
flashily,-0.056,0.667,0.542
flashiness,0.625,0.667,0.667
flashing,0.208,0.148,-0.124
flashlight,0.306,-0.172,-0.288
flashpoint,-0.667,1.0,0.778
flashy,0.408,0.2,0.654
flask,-0.164,-0.176,-0.092
flat,-0.184,-0.528,-0.394
flat cap,0.0,-0.388,-0.108
flat iron,0.0,-0.206,0.134
flat out,-0.222,-0.194,-0.116
flat rate,-0.276,-0.162,0.0
flat screen,-0.134,-0.206,0.036
flat tire,-0.69,-0.068,-0.354
flatbed,-0.02,-0.5,-0.24
flatboat,0.0,0.333,-0.148
flatfish,0.0,-0.63,-0.481
flatfoot,-0.47,-0.334,-0.34
flathead,-0.417,-0.083,-0.286
flatiron,0.0,0.0,0.222
flatland,0.0,-0.074,0.0
flatlander,-0.074,0.0,-0.292
flatly,-0.238,-0.375,-0.185
flatness,-0.042,-0.44,0.054
flatscreen,0.667,0.0,0.296
flatten,-0.428,-0.062,-0.116
flattener,-0.476,0.444,0.519
flatter,0.042,-0.164,-0.396
flattered,0.73,0.216,0.416
flatterer,-0.667,0.5,-0.63
flattering,0.51,0.372,0.0
flattery,-0.06,0.15,-0.192
flattish,-0.208,-0.667,-0.222
flattop,0.0,-0.095,0.333
flatulence,-0.58,0.264,-0.314
flatulency,-0.667,0.458,-0.619
flatulent,-0.667,0.625,-0.741
flatulently,-0.667,0.667,-0.5
flatware,0.0,-0.5,0.0
flatwork,0.0,-0.5,0.0
flatworm,-0.286,-0.5,-0.381
flaunt,-0.124,0.222,0.05
flaunter,-0.625,0.667,0.519
flaunty,-0.556,0.708,0.625
flautist,0.571,0.333,0.333
flavonoid,0.167,0.0,0.0
flavor,0.77,-0.042,-0.216
flavorful,0.778,-0.286,0.292
flavorless,-0.667,-0.75,-0.667
flavorsome,1.0,-0.167,0.429
flavour,0.518,-0.272,0.134
flaw,-0.362,-0.018,-0.65
flawed,-0.734,-0.02,-0.612
flawless,0.458,-0.16,0.482
flawlessly,0.722,-0.667,0.875
flawlessness,1.0,-0.542,0.963
flax,0.286,-0.857,-0.083
flaxen,0.667,-0.714,-0.042
flaxseed,0.407,-0.926,-0.296
flea,-0.428,-0.294,-0.564
flea market,-0.1,0.042,0.034
fleabag,-0.458,0.114,-0.304
fleabite,-0.667,0.389,-0.333
fleck,0.048,0.095,-0.222
fled,-0.552,0.278,-0.356
fledge,0.556,0.593,0.417
fledgling,0.333,0.333,-0.625
flee,-0.416,0.592,-0.536
fleece,0.122,-0.5,-0.238
fleeced,-0.667,-0.625,-0.833
fleecy,0.667,-0.667,-0.286
fleet,0.094,-0.14,0.246
fleeting,-0.122,0.3,-0.226
fleetingness,-0.333,0.593,-0.583
fleetly,0.286,0.667,0.333
fleetness,0.6,0.875,0.593
flesh,0.208,-0.22,-0.05
flesh out,0.0,0.0,0.034
flesh wound,-0.586,-0.016,-0.25
fleshed out,-0.282,0.2,-0.064
fleshiness,-0.583,-0.481,-0.5
fleshless,-0.741,-0.926,-0.833
fleshly,-0.556,0.667,0.0
fleshy,0.0,0.036,-0.188
fletch,0.0,0.556,0.0
flew,-0.24,0.014,-0.366
flex,0.208,-0.244,-0.34
flexibility,0.734,-0.196,-0.056
flexible,0.438,-0.08,-0.07
flexibleness,0.667,-0.476,0.296
flexibly,0.667,0.333,0.333
flexin,0.104,0.118,-0.268
flexion,-0.102,0.102,-0.164
flexor,0.37,0.667,0.417
flextime,0.667,0.667,0.542
flick,0.376,0.082,0.03
flicker,0.27,-0.358,-0.334
flickering,-0.02,-0.112,-0.422
flier,0.082,-0.02,0.304
flies,-0.333,0.958,0.0
flight,0.292,0.26,0.174
flight attendant,0.25,0.09,0.13
flight crew,0.0,0.06,0.19
flight path,0.194,0.098,0.166
flightily,-0.524,0.667,-0.593
flightiness,-0.667,0.75,-0.63
flightless,-0.417,-0.704,-0.792
flighty,-0.562,0.204,-0.128
flimflam,-0.762,0.667,-0.583
flimsily,-0.667,-0.333,-0.917
flimsiness,-0.667,-0.667,-0.857
flimsy,-0.396,-0.208,-0.622
flinch,-0.3,0.608,0.11
flincher,-0.625,0.476,-0.833
fling,-0.122,0.392,0.068
flint,0.042,-0.122,0.072
flintlock,0.0,0.667,0.556
flintstone,0.0,0.0,0.0
flinty,-0.292,-0.481,0.593
flip,-0.438,0.058,-0.13
flip flops,0.0,-0.136,-0.372
flip for,0.062,0.22,-0.05
flip off,-0.322,-0.11,-0.29
flip out,-0.678,0.15,-0.5
flip over,-0.322,0.09,-0.148
flip phone,-0.226,-0.256,-0.138
flip side,-0.034,0.016,-0.014
flip through,0.094,-0.086,-0.068
flipchart,0.238,0.458,0.444
flippancy,-0.667,0.667,-0.5
flippant,-0.667,0.611,-0.5
flippantly,-0.625,0.625,-0.611
flipped,0.0,0.667,0.5
flipper,0.354,-0.16,-0.17
flipping,0.106,0.102,-0.31
flips,0.0,1.0,0.4
flipside,0.0,0.0,0.0
flirt,0.584,0.58,0.076
flirt with,0.166,-0.016,-0.392
flirtation,0.306,0.438,-0.036
flirtatious,0.63,0.667,0.542
flirtatiously,0.625,0.667,0.25
flirtatiousness,0.476,0.667,0.407
flirter,0.667,0.667,0.5
flirting,0.18,0.546,-0.018
flirty,0.428,0.442,-0.018
flitter,0.267,0.75,-0.667
flitting,0.0,0.667,-0.524
float,0.376,-0.212,-0.312
float around,-0.104,-0.134,-0.214
floatability,0.63,-0.143,0.037
floatable,0.286,-0.292,-0.037
floatation,0.667,-0.524,-0.292
floater,-0.04,-0.134,-0.26
flock,0.0,0.092,0.086
flockless,-0.333,-0.667,-0.333
flog,-0.184,0.04,-0.236
flogger,-0.833,0.667,0.889
flogging,-0.958,0.833,0.952
flood,-0.584,0.556,0.216
flood in,-0.358,0.112,-0.112
floodable,-0.667,-0.583,-0.458
floodgate,-0.593,0.762,0.625
floodless,0.556,-1.0,0.333
floodlight,0.593,0.593,0.519
floodplain,-0.185,-0.583,-0.167
floodwall,0.037,-0.476,0.667
floodwater,-0.667,0.667,-0.619
floodway,0.0,0.63,0.292
floor,-0.14,-0.54,-0.5
floor it,0.0,0.046,-0.034
floor plan,0.0,-0.13,0.098
floorboard,0.0,-0.815,0.0
floorer,0.042,0.63,0.407
flooring,0.124,-0.53,-0.308
floorless,-0.333,-0.667,-0.259
floorshow,0.667,0.667,-0.286
floorwalker,0.0,0.722,0.571
floozy,-0.18,-0.046,-0.14
flop,-0.838,0.284,-0.608
flopper,-0.333,-0.667,-0.667
floppily,-0.333,-0.333,-0.571
floppiness,-0.63,-0.952,-0.778
floppy,0.098,-0.4,-0.334
floppy disk,-0.452,-0.164,-0.166
flora,0.666,-0.352,0.134
floral,0.666,-0.53,-0.472
florally,0.625,-0.667,-0.259
florescence,0.63,0.208,0.222
florescent,0.458,0.0,0.0
